gender,home_location,education_level,age,num_subjects,device_type,economic_status,family_size,internet_availability,elderly_monitoring,study_hours,sleep_hours,social_media_hours,separate_study_room,group_study,marks_before,online_interaction,online_doubt_clearing,interest_area,online_performance,satisfaction,tech_readiness,marks_after,engagement_cal
Female,Urban,Under Graduate,20,4,Laptop,Middle Class,5,5,No,2,7,2,Yes,No,71,4,3,Both,8,2,6,80,4
Female,Rural,Under Graduate,25,20,Laptop,Middle Class,4,4,Yes,3,8,2,Yes,yes,51,5,5,Practical,9,3,5,60,7
Male,Urban,Under Graduate,21,4,Laptop,Middle Class,4,4,No,5,7,2,Yes,yes,81,4,3,Both,6,1,5,90,8
Male,Urban,Under Graduate,23,6,Laptop,Middle Class,4,4,Yes,2,7,1,Yes,yes,61,5,5,Practical,9,3,5,70,7
Male,Urban,Under Graduate,21,3,Laptop,Middle Class,4,4,Yes,4,8,3,No,No,61,4,3,Both,6,2,5,70,5
Female,Urban,Under Graduate,23,6,Mobile,Poor,4,2,Yes,6,8,2,Yes,No,51,4,4,Both,6,2,2,60,8
Female,Urban,Under Graduate,21,3,Laptop,Middle Class,4,5,No,2,7,1,Yes,No,81,3,3,Both,10,2,6,90,4
Female,Urban,Under Graduate,21,5,Mobile,Middle Class,5,4,Yes,7,8,1,Yes,yes,71,3,5,Practical,7,3,4,80,10
Male,Urban,Under Graduate,20,9,Mobile,Middle Class,4,3,No,2,7,2,No,yes,91,2,3,Practical,7,2,3,100,3
Male,Urban,Under Graduate,20,20,Desktop,Middle Class,7,1,No,1,7,2,Yes,yes,11,1,1,Practical,8,2,1,20,1
Male,Urban,Under Graduate,21,10,Laptop,Middle Class,6,2,Yes,8,7,1,No,No,81,1,1,Both,6,1,3,90,8
Male,Urban,Under Graduate,21,7,Laptop,Middle Class,4,4,No,5,9,1,Yes,No,91,3,2,Both,7,1,5,100,7
Female,Rural,Under Graduate,24,6,Laptop,Poor,5,2,Yes,6,8,1,No,yes,61,4,4,Both,9,3,3,70,10
Male,Urban,Under Graduate,22,3,Laptop,Middle Class,10,4,Yes,6,8,3,Yes,yes,71,1,1,Practical,2,1,5,80,5
Female,Urban,Under Graduate,20,5,Laptop,Middle Class,5,5,Yes,5,6,3,Yes,yes,81,3,3,Both,8,1,6,90,6
Male,Urban,Under Graduate,22,6,Mobile,Middle Class,3,2,No,10,2,10,No,yes,21,1,1,Both,2,3,2,30,2
Female,Urban,Under Graduate,20,7,Laptop,Middle Class,4,5,Yes,1,7,4,Yes,yes,81,4,4,Both,4,1,6,90,2
Male,Urban,Under Graduate,21,5,Laptop,Middle Class,4,5,No,1,7,4,Yes,yes,91,5,5,Both,10,2,6,100,3
Male,Urban,Under Graduate,20,20,Laptop,Middle Class,4,5,No,1,5,8,Yes,No,81,3,3,Both,4,1,6,90,-4
Female,Rural,Under Graduate,21,3,Laptop,Middle Class,3,1,No,1,4,2,Yes,No,81,1,1,Practical,2,1,2,90,0
Female,Urban,Under Graduate,21,2,Laptop,Middle Class,4,3,No,4,5,4,No,No,81,3,1,Practical,6,2,4,90,3
Female,Urban,Under Graduate,23,6,Laptop,Middle Class,4,4,Yes,5,6,1,No,No,61,3,3,Practical,6,2,5,70,7
Female,Urban,Under Graduate,19,6,Laptop,Middle Class,4,5,No,4,8,2,No,yes,81,3,3,Practical,8,2,6,90,6
Female,Urban,School,20,7,Laptop,Middle Class,4,5,No,1,6,8,Yes,No,71,1,1,Both,6,1,6,80,-6
Female,Rural,Under Graduate,24,6,Mobile,Middle Class,4,2,Yes,8,4,1,Yes,yes,71,4,3,Practical,7,3,2,80,12
Female,Urban,Under Graduate,22,3,Laptop,Middle Class,4,5,No,2,8,1,Yes,yes,81,4,1,Both,8,1,6,90,6
Male,Urban,Under Graduate,21,4,Laptop,Rich,5,4,No,5,7,5,No,No,91,4,4,Practical,10,2,5,100,4
Male,Rural,School,12,8,Laptop,Middle Class,3,4,No,2,10,6,No,No,81,5,4,Theory,6,2,5,90,1
Female,Urban,Under Graduate,18,1,Laptop,Middle Class,4,4,No,4,7,3,Yes,yes,71,3,3,Practical,9,2,5,80,5
Female,Rural,Under Graduate,25,20,Mobile,Middle Class,5,3,No,8,8,3,Yes,No,51,4,5,Both,10,2,3,60,9
Male,Urban,Under Graduate,19,9,Laptop,Middle Class,4,5,No,4,6,2,Yes,No,71,5,5,Practical,9,3,6,80,7
Male,Urban,School,19,5,Laptop,Middle Class,3,5,No,3,7,3,Yes,No,91,2,1,Practical,3,1,6,100,2
Male,Urban,Under Graduate,21,16,Laptop,Middle Class,3,4,No,3,7,2,Yes,No,81,3,2,Both,5,1,5,90,4
Male,Urban,Under Graduate,21,19,Mobile,Middle Class,6,3,Yes,4,7,10,No,No,51,4,5,Practical,8,3,3,60,-2
Male,Rural,Under Graduate,19,7,Mobile,Middle Class,5,3,No,3,7,2,Yes,No,61,3,3,Practical,6,2,3,70,4
Male,Urban,Under Graduate,17,6,Laptop,Middle Class,5,5,No,4,7,1,Yes,No,81,4,4,Theory,8,3,6,90,7
Male,Urban,Under Graduate,21,5,Laptop,Middle Class,5,5,Yes,4,7,2,No,No,71,2,4,Practical,9,2,6,80,4
Male,Urban,Under Graduate,21,6,Laptop,Middle Class,5,5,Yes,3,7,1,Yes,yes,81,2,1,Practical,4,1,6,90,5
Female,Urban,Under Graduate,21,5,Laptop,Rich,4,5,No,4,8,5,No,No,81,3,3,Practical,7,2,6,90,2
Female,Urban,Under Graduate,21,3,Laptop,Middle Class,4,4,No,3,8,1,No,No,81,3,3,Both,7,2,5,90,5
Male,Urban,Under Graduate,21,5,Laptop,Middle Class,4,4,No,4,7,1,Yes,yes,71,2,2,Practical,8,2,5,80,6
Female,Urban,Under Graduate,19,6,Mobile,Middle Class,3,5,No,7,8,1,No,yes,71,5,5,Theory,10,3,5,80,12
Male,Urban,Under Graduate,21,8,Laptop,Middle Class,4,4,No,2,10,8,Yes,No,71,1,1,Both,4,1,5,80,-5
Female,Rural,Under Graduate,20,7,Laptop,Middle Class,5,4,Yes,8,8,3,Yes,No,71,3,3,Both,8,2,5,80,8
Female,Urban,Post Graduate,34,10,Laptop,Middle Class,2,4,No,2,6,1,No,yes,61,4,4,Practical,9,3,5,70,6
Male,Urban,Under Graduate,24,5,Laptop,Middle Class,5,3,No,3,7,5,No,No,71,3,3,Practical,6,2,4,80,1
Male,Urban,Under Graduate,21,5,Laptop,Middle Class,7,5,Yes,6,7,3,Yes,No,81,3,5,Both,6,2,6,90,6
Female,Urban,Under Graduate,23,4,Laptop,Rich,10,5,Yes,6,6,10,No,yes,51,5,5,Practical,9,2,6,60,2
Male,Urban,Under Graduate,21,8,Laptop,Middle Class,5,3,Yes,8,5,1,Yes,No,91,4,4,Both,7,2,4,100,11
Female,Rural,Under Graduate,24,6,Laptop,Middle Class,6,3,Yes,10,6,2,No,yes,71,3,3,Practical,8,3,4,80,12
Male,Urban,Under Graduate,20,6,Laptop,Middle Class,5,5,No,3,3,8,No,yes,91,1,1,Both,8,1,6,100,-3
Female,Urban,Under Graduate,20,9,Laptop,Middle Class,4,4,Yes,8,7,3,Yes,yes,81,3,2,Both,6,2,5,90,9
Male,Urban,Under Graduate,23,6,Laptop,Middle Class,3,3,No,2,4,2,No,yes,61,3,3,Both,6,3,4,70,4
Male,Urban,Under Graduate,18,5,Laptop,Middle Class,4,3,Yes,8,6,2,Yes,No,71,4,3,Practical,6,2,4,80,10
Female,Urban,Under Graduate,18,5,Mobile,Middle Class,4,4,No,4,7,2,No,No,91,3,3,Practical,6,2,4,100,5
Male,Urban,Under Graduate,21,8,Laptop,Middle Class,4,4,No,4,6,2,Yes,No,81,5,4,Both,8,2,5,90,7
Female,Urban,Under Graduate,18,5,Laptop,Middle Class,4,2,Yes,4,7,3,No,No,81,2,2,Theory,5,2,3,90,3
Female,Urban,Under Graduate,18,6,Laptop,Middle Class,4,5,No,4,6,2,Yes,No,91,3,3,Both,8,2,6,100,5
Male,Rural,Post Graduate,23,8,Mobile,Middle Class,4,4,No,6,6,1,No,No,81,4,3,Practical,5,3,4,90,9
Male,Urban,Post Graduate,21,13,Mobile,Middle Class,4,3,No,4,6,4,Yes,No,51,3,3,Both,8,2,3,60,3
Male,Urban,Post Graduate,21,20,Mobile,Middle Class,10,4,Yes,5,5,4,Yes,No,61,2,1,Practical,8,2,4,70,3
Male,Rural,Post Graduate,21,9,Mobile,Middle Class,4,5,No,7,8,4,Yes,No,61,5,5,Practical,7,2,5,70,8
Male,Urban,Post Graduate,21,5,Laptop,Middle Class,4,4,No,3,8,8,Yes,yes,71,3,3,Practical,4,2,5,80,-1
Male,Urban,Under Graduate,17,5,Desktop,Middle Class,4,5,Yes,4,7,1,Yes,No,81,4,4,Both,8,2,5,90,7
Male,Urban,School,18,5,Mobile,Middle Class,6,3,Yes,5,6,6,Yes,yes,51,2,2,Both,9,2,3,60,2
Male,Urban,Under Graduate,21,7,Mobile,Middle Class,4,4,Yes,1,7,6,Yes,yes,61,1,1,Both,4,2,4,70,-3
Female,Urban,Post Graduate,24,1,Mobile,Middle Class,3,2,No,8,5,7,No,yes,81,4,4,Practical,9,1,2,90,6
Female,Rural,Post Graduate,24,5,Mobile,Middle Class,5,3,No,4,6,2,No,No,51,3,4,Both,8,3,3,60,5
Female,Rural,Under Graduate,22,5,Laptop,Middle Class,4,3,Yes,5,7,3,No,yes,61,3,2,Practical,5,1,4,70,6
Female,Urban,Under Graduate,20,9,Laptop,Middle Class,4,5,No,4,9,8,Yes,yes,41,1,3,Both,7,2,6,50,-2
Female,Urban,Under Graduate,23,6,Mobile,Middle Class,5,4,Yes,6,7,3,No,yes,91,3,5,Both,5,2,4,100,7
Male,Rural,Post Graduate,21,3,Laptop,Middle Class,4,3,No,5,8,6,Yes,No,71,2,1,Practical,8,2,4,80,1
Female,Rural,Under Graduate,22,5,Laptop,Middle Class,5,3,Yes,6,8,2,No,No,41,5,4,Both,8,3,4,50,9
Male,Urban,Under Graduate,20,8,Laptop,Middle Class,5,5,Yes,7,8,3,Yes,No,91,5,5,Both,8,3,6,100,9
Female,Urban,Under Graduate,20,6,Laptop,Middle Class,5,5,No,3,8,6,Yes,No,71,3,2,Theory,5,1,6,80,0
Male,Rural,Under Graduate,23,6,Mobile,Poor,5,1,No,3,8,2,No,No,41,2,2,Both,5,2,1,50,3
Male,Urban,Post Graduate,24,19,Laptop,Middle Class,4,4,Yes,6,6,1,Yes,yes,71,4,4,Both,9,2,5,80,10
Male,Urban,Post Graduate,40,10,Laptop,Middle Class,3,4,No,3,6,1,Yes,No,51,4,3,Practical,7,3,5,60,6
Male,Urban,Under Graduate,20,8,Mobile,Middle Class,5,4,Yes,4,6,3,Yes,No,61,4,4,Theory,8,3,4,70,5
Male,Urban,Post Graduate,27,7,Laptop,Middle Class,4,4,No,2,6,2,Yes,No,71,4,3,Practical,10,2,5,80,4
Male,Urban,Under Graduate,19,8,Mobile,Middle Class,7,1,No,4,7,1,No,yes,51,2,1,Theory,9,3,1,60,6
Male,Rural,Under Graduate,18,7,Mobile,Middle Class,5,3,No,1,9,1,No,No,71,3,3,Theory,6,2,3,80,3
Female,Rural,Under Graduate,19,7,Mobile,Middle Class,4,3,Yes,5,5,2,No,yes,61,5,4,Theory,10,3,3,70,9
Female,Rural,Under Graduate,20,7,Mobile,Middle Class,4,4,Yes,4,5,2,No,yes,71,5,5,Theory,10,3,4,80,8
Female,Urban,Under Graduate,22,5,Mobile,Middle Class,5,2,Yes,5,4,1,No,yes,11,4,4,Theory,10,3,2,20,9
Male,Rural,Under Graduate,21,8,Mobile,Middle Class,3,2,Yes,4,7,1,Yes,yes,61,4,3,Practical,7,2,2,70,8
Male,Rural,Under Graduate,20,8,Laptop,Poor,6,3,Yes,3,6,1,Yes,No,81,3,3,Practical,7,2,4,90,5
Male,Rural,School,18,10,Mobile,Middle Class,4,3,Yes,2,10,2,Yes,yes,81,3,3,Practical,7,2,3,90,4
Male,Rural,School,18,10,Mobile,Middle Class,4,3,Yes,2,9,4,No,No,81,3,3,Practical,5,2,3,90,1
Female,Rural,Under Graduate,19,5,Laptop,Middle Class,4,5,Yes,1,7,2,Yes,No,61,5,5,Practical,10,3,6,70,4
Female,Rural,Under Graduate,20,6,Mobile,Rich,5,4,Yes,4,7,3,Yes,yes,71,5,4,Both,10,3,4,80,7
Female,Urban,Under Graduate,19,6,Desktop,Middle Class,4,5,Yes,3,9,2,Yes,yes,71,4,3,Practical,8,3,5,80,6
Female,Urban,Under Graduate,19,6,Mobile,Middle Class,3,1,No,4,6,2,No,yes,51,5,5,Both,10,3,1,60,8
Female,Urban,Under Graduate,21,6,Laptop,Middle Class,5,3,Yes,7,7,2,Yes,No,61,4,3,Theory,7,3,4,70,9
Female,Urban,Under Graduate,20,5,Mobile,Middle Class,4,4,Yes,4,8,4,Yes,yes,41,3,2,Theory,6,3,4,50,4
Female,Urban,Under Graduate,20,8,Mobile,Middle Class,4,4,No,3,9,4,No,yes,61,4,4,Both,6,3,4,70,4
Female,Rural,Under Graduate,19,5,Laptop,Middle Class,4,5,Yes,4,5,2,Yes,yes,71,5,5,Both,10,3,6,80,8
Female,Urban,Under Graduate,20,6,Mobile,Middle Class,4,1,No,8,7,2,No,No,61,3,4,Theory,5,3,1,70,9
Female,Urban,Under Graduate,19,6,Laptop,Middle Class,5,5,Yes,8,7,1,Yes,yes,81,4,4,Practical,8,2,6,90,12
Female,Urban,Under Graduate,19,6,Laptop,Middle Class,7,4,Yes,4,5,1,Yes,yes,71,2,2,Both,6,2,5,80,6
Female,Urban,Under Graduate,22,5,Laptop,Middle Class,4,4,Yes,6,6,3,Yes,yes,61,3,3,Theory,6,2,5,70,7
Male,Urban,Post Graduate,37,12,Laptop,Middle Class,4,5,Yes,4,8,3,Yes,yes,81,5,5,Both,10,3,6,90,7
Female,Rural,Under Graduate,23,5,Laptop,Middle Class,5,3,Yes,5,5,3,Yes,yes,61,3,3,Theory,6,2,4,70,6
Male,Urban,Under Graduate,21,7,Laptop,Middle Class,4,4,Yes,6,7,2,Yes,yes,91,3,4,Practical,7,2,5,100,8
Male,Urban,Under Graduate,20,6,Laptop,Middle Class,4,4,Yes,4,9,2,No,No,71,5,5,Theory,8,3,5,80,7
Male,Urban,Under Graduate,20,6,Laptop,Middle Class,4,5,Yes,4,8,2,Yes,No,71,4,4,Both,8,3,6,80,6
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,3,5,No,4,8,2,Yes,yes,81,4,4,Both,9,3,6,90,7
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,3,2,No,5,7,1,Yes,No,71,1,1,Both,6,1,3,80,5
Male,Urban,Under Graduate,20,6,Laptop,Middle Class,4,5,No,2,8,6,Yes,yes,81,2,1,Both,7,1,6,90,-1
Male,Urban,Under Graduate,20,6,Mobile,Middle Class,5,3,Yes,3,7,2,Yes,No,71,4,4,Theory,7,2,3,80,5
Female,Urban,Under Graduate,20,5,Laptop,Middle Class,4,5,Yes,3,6,1,Yes,yes,61,5,5,Theory,10,3,6,70,8
Male,Urban,School,19,7,Mobile,Middle Class,4,5,Yes,8,7,1,No,No,81,1,1,Both,2,1,5,90,8
Male,Urban,Under Graduate,20,6,Laptop,Middle Class,4,4,No,3,8,2,No,No,71,3,2,Both,6,2,5,80,4
Male,Urban,Under Graduate,20,12,Laptop,Rich,5,5,Yes,3,7,1,Yes,yes,71,1,1,Both,2,1,6,80,4
Male,Urban,Under Graduate,21,7,Laptop,Middle Class,6,3,No,8,8,4,Yes,No,81,1,2,Both,5,1,4,90,5
Male,Rural,Under Graduate,21,14,Laptop,Middle Class,8,4,Yes,3,7,3,No,yes,71,4,5,Both,7,2,5,80,5
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,4,4,Yes,7,5,4,Yes,yes,71,4,3,Both,6,2,5,80,8
Female,Urban,Under Graduate,20,6,Mobile,Middle Class,4,4,No,6,9,2,No,No,71,3,2,Both,6,2,4,80,7
Male,Urban,Under Graduate,19,6,Laptop,Middle Class,4,4,No,3,8,2,Yes,No,81,3,3,Both,5,2,5,90,4
Female,Urban,Under Graduate,20,6,Mobile,Middle Class,4,4,No,3,10,4,No,yes,51,5,4,Theory,8,3,4,60,5
Male,Urban,Under Graduate,21,6,Laptop,Middle Class,4,4,Yes,3,7,2,Yes,yes,81,4,4,Both,8,3,5,90,6
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,6,3,Yes,8,7,2,Yes,yes,81,3,3,Both,6,3,4,90,10
Female,Urban,School,20,6,Laptop,Middle Class,5,4,No,3,8,2,Yes,No,71,4,4,Practical,8,3,5,80,5
Male,Urban,Under Graduate,21,7,Laptop,Middle Class,3,3,Yes,7,5,1,Yes,No,81,3,3,Both,6,2,4,90,9
Female,Urban,Post Graduate,24,15,Laptop,Middle Class,4,3,No,6,7,3,No,yes,81,3,3,Practical,4,2,4,90,7
Female,Urban,School,20,6,Laptop,Rich,5,5,No,4,6,4,Yes,No,71,3,3,Theory,5,3,6,80,3
Male,Urban,School,17,7,Mobile,Middle Class,4,1,No,6,6,1,No,No,81,3,5,Practical,6,2,1,90,8
Male,Urban,School,18,6,Mobile,Middle Class,3,3,No,3,8,1,Yes,yes,71,3,4,Both,5,2,3,80,6
Male,Urban,Under Graduate,18,8,Laptop,Middle Class,4,5,Yes,7,8,1,Yes,No,71,2,1,Theory,9,1,6,80,8
Female,Urban,Under Graduate,20,7,Laptop,Middle Class,4,5,No,4,8,2,Yes,yes,81,5,5,Both,9,2,6,90,8
Male,Rural,Under Graduate,18,7,Mobile,Middle Class,6,4,Yes,5,8,2,No,No,51,2,3,Practical,6,2,4,60,5
Male,Rural,Under Graduate,18,12,Laptop,Middle Class,4,4,Yes,5,7,1,Yes,No,81,4,4,Practical,8,2,5,90,8
Male,Rural,Under Graduate,20,6,Mobile,Middle Class,4,2,Yes,2,8,1,No,yes,71,3,3,Both,9,2,2,80,5
Male,Urban,School,20,7,Mobile,Middle Class,4,4,Yes,3,6,4,Yes,yes,71,3,3,Practical,8,2,4,80,3
Male,Urban,Under Graduate,21,7,Laptop,Middle Class,4,4,Yes,5,7,3,Yes,No,91,3,3,Both,7,2,5,100,5
Female,Urban,Under Graduate,17,5,Laptop,Middle Class,6,4,Yes,6,8,1,Yes,No,91,3,3,Practical,5,2,5,100,8
Male,Urban,Under Graduate,22,6,Laptop,Middle Class,7,4,No,3,9,5,Yes,No,41,3,4,Practical,7,3,5,50,1
Male,Rural,Under Graduate,17,8,Desktop,Middle Class,4,3,Yes,4,7,2,Yes,No,81,4,3,Both,6,2,3,90,6
Female,Urban,Under Graduate,19,6,Mobile,Middle Class,4,3,No,4,10,10,Yes,No,61,3,2,Practical,6,2,3,70,-3
Male,Urban,Under Graduate,19,5,Mobile,Middle Class,3,5,Yes,6,6,2,Yes,yes,81,5,5,Both,10,3,5,90,10
Male,Urban,Under Graduate,20,5,Laptop,Middle Class,6,5,Yes,6,6,2,Yes,yes,81,3,3,Both,8,3,6,90,8
Male,Rural,Under Graduate,18,7,Laptop,Middle Class,4,2,Yes,4,8,2,Yes,yes,81,3,2,Both,6,1,3,90,6
Male,Urban,Under Graduate,20,6,Laptop,Middle Class,3,4,Yes,7,8,2,Yes,No,81,3,2,Practical,7,2,5,90,8
Male,Rural,Under Graduate,20,7,Laptop,Middle Class,5,3,No,7,6,1,Yes,No,91,4,3,Practical,7,2,4,100,10
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,3,3,No,3,5,2,No,No,51,3,3,Practical,6,3,4,60,4
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,3,3,Yes,4,7,1,Yes,No,71,3,3,Practical,8,2,4,80,6
Male,Rural,Under Graduate,18,7,Laptop,Middle Class,4,3,Yes,7,7,2,Yes,yes,91,3,4,Practical,6,2,4,100,9
Female,Urban,Post Graduate,18,7,Laptop,Middle Class,4,3,Yes,4,6,2,No,No,81,2,1,Theory,4,2,4,90,4
Male,Urban,Under Graduate,21,7,Laptop,Middle Class,4,4,Yes,6,7,2,Yes,No,81,4,3,Practical,7,2,5,90,8
Male,Rural,Under Graduate,20,6,Laptop,Middle Class,4,3,No,4,8,2,Yes,No,81,1,3,Both,8,1,4,90,3
Male,Rural,Under Graduate,18,7,Laptop,Middle Class,4,3,Yes,2,7,1,No,No,71,1,1,Both,3,1,4,80,2
Male,Rural,Under Graduate,17,8,Mobile,Middle Class,4,4,No,7,7,2,Yes,No,81,3,4,Theory,7,2,4,90,8
Male,Rural,Under Graduate,18,6,Mobile,Middle Class,4,2,Yes,1,7,4,No,No,41,2,2,Practical,5,1,2,50,-1
Female,Urban,Under Graduate,20,6,Laptop,Middle Class,4,2,No,6,7,2,No,No,81,1,2,Theory,5,2,3,90,5
Male,Rural,Post Graduate,18,14,Mobile,Middle Class,4,1,Yes,6,8,4,Yes,yes,81,3,4,Practical,9,2,1,90,6
Male,Rural,Post Graduate,17,8,Laptop,Middle Class,4,3,Yes,4,9,2,Yes,yes,61,1,2,Practical,6,1,4,70,4
Male,Rural,Under Graduate,18,6,Mobile,Middle Class,4,3,Yes,8,8,4,No,yes,81,4,5,Practical,9,2,3,90,9
Male,Urban,Post Graduate,19,8,Mobile,Middle Class,4,4,No,3,6,1,Yes,No,81,4,3,Theory,7,2,4,90,6
Male,Rural,Post Graduate,18,11,Mobile,Middle Class,5,1,Yes,8,5,1,No,yes,71,1,4,Practical,6,1,1,80,9
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,4,4,No,4,6,2,No,No,81,3,4,Both,8,3,5,90,5
Male,Urban,Under Graduate,17,8,Mobile,Middle Class,5,1,Yes,8,8,2,No,No,71,1,1,Theory,4,1,1,80,7
Male,Urban,Post Graduate,20,8,Laptop,Middle Class,4,4,Yes,4,5,2,Yes,No,81,3,3,Theory,7,2,5,90,5
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,9,4,No,8,7,2,No,yes,71,3,2,Practical,7,1,5,80,10
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,4,4,No,2,8,2,Yes,No,81,2,2,Both,8,2,5,90,2
Female,Urban,Post Graduate,22,4,Laptop,Middle Class,4,4,Yes,3,6,2,Yes,yes,71,3,3,Practical,6,2,5,80,5
Male,Rural,Under Graduate,21,7,Laptop,Middle Class,4,3,Yes,8,5,1,Yes,No,81,3,2,Both,6,1,4,90,10
Male,Urban,Under Graduate,21,8,Laptop,Middle Class,3,2,Yes,8,8,1,Yes,No,81,2,2,Both,8,1,3,90,9
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,5,5,No,6,6,2,Yes,No,81,4,1,Both,7,1,6,90,8
Male,Urban,Under Graduate,20,8,Laptop,Middle Class,4,4,No,10,7,1,No,No,81,2,2,Both,6,2,5,90,11
Female,Urban,Under Graduate,20,7,Laptop,Middle Class,4,5,No,4,6,3,No,yes,91,3,3,Both,8,3,6,100,5
Male,Urban,Under Graduate,20,6,Laptop,Middle Class,4,4,Yes,5,7,3,Yes,No,71,3,3,Theory,5,2,5,80,5
Male,Urban,Under Graduate,20,5,Laptop,Middle Class,5,3,Yes,9,5,1,Yes,yes,71,2,2,Practical,5,1,4,80,11
Female,Urban,Under Graduate,17,6,Laptop,Middle Class,4,4,Yes,5,8,2,Yes,No,91,3,3,Both,8,2,5,100,6
Male,Rural,Post Graduate,18,7,Laptop,Middle Class,4,4,No,8,8,1,No,No,51,1,1,Practical,8,2,5,60,8
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,4,3,No,4,7,2,Yes,No,81,3,2,Practical,4,1,4,90,5
Female,Urban,Under Graduate,19,6,Mobile,Middle Class,4,2,Yes,8,7,2,No,yes,71,5,5,Practical,10,3,2,80,12
Male,Rural,Under Graduate,19,5,Mobile,Middle Class,6,1,No,6,6,1,No,No,81,1,1,Both,2,1,1,90,6
Female,Urban,Under Graduate,18,7,Laptop,Middle Class,4,4,No,4,7,2,No,No,81,3,3,Theory,6,2,5,90,5
Male,Urban,Under Graduate,21,11,Mobile,Rich,5,5,Yes,5,8,1,Yes,yes,71,5,5,Practical,10,3,5,80,10
Female,Urban,Under Graduate,18,8,Laptop,Middle Class,4,5,Yes,5,8,1,Yes,yes,91,5,5,Practical,9,3,6,100,10
Female,Urban,Under Graduate,20,8,Laptop,Middle Class,4,4,Yes,2,7,2,No,yes,71,3,3,Both,9,3,5,80,4
Female,Urban,Under Graduate,21,7,Laptop,Middle Class,4,3,No,7,8,2,Yes,No,81,1,1,Both,4,1,4,90,6
Female,Rural,Under Graduate,19,7,Mobile,Middle Class,4,4,Yes,2,5,2,Yes,No,71,3,4,Both,7,2,4,80,3
Male,Rural,Under Graduate,20,6,Mobile,Middle Class,4,3,No,2,8,6,No,yes,71,3,4,Practical,6,2,3,80,0
Female,Urban,Under Graduate,20,6,Laptop,Middle Class,5,4,Yes,3,8,2,Yes,yes,71,3,4,Both,8,2,5,80,5
Male,Rural,Under Graduate,19,7,Mobile,Middle Class,4,2,No,7,7,1,No,yes,61,3,3,Both,6,2,2,70,10
Male,Rural,Under Graduate,20,7,Mobile,Poor,5,2,No,6,7,4,No,yes,71,3,2,Both,6,3,2,80,6
Female,Urban,Under Graduate,20,6,Laptop,Middle Class,5,3,Yes,1,8,10,Yes,yes,71,2,4,Theory,6,1,4,80,-6
Male,Rural,Under Graduate,20,7,Mobile,Middle Class,4,3,No,5,8,6,Yes,No,61,3,3,Practical,8,3,3,70,2
Male,Rural,Under Graduate,19,6,Mobile,Middle Class,4,5,No,3,8,4,Yes,yes,81,5,3,Theory,8,3,5,90,5
Female,Urban,Under Graduate,21,7,Laptop,Middle Class,3,5,No,5,8,1,Yes,No,71,5,5,Theory,10,3,6,80,9
Female,Rural,Under Graduate,18,7,Mobile,Middle Class,4,2,Yes,6,4,1,No,yes,71,4,3,Practical,10,3,2,80,10
Male,Rural,Under Graduate,19,7,Mobile,Middle Class,5,4,Yes,4,6,4,No,yes,81,3,3,Practical,9,3,4,90,4
Male,Rural,School,20,8,Mobile,Middle Class,4,2,No,4,8,5,No,No,81,4,4,Both,10,3,2,90,3
Female,Urban,Under Graduate,21,6,Laptop,Middle Class,4,3,Yes,7,8,3,Yes,yes,81,3,3,Both,7,2,4,90,8
Male,Rural,Under Graduate,21,7,Mobile,Middle Class,4,3,No,9,8,2,No,yes,71,5,4,Both,9,3,3,80,13
Female,Urban,Under Graduate,20,6,Laptop,Middle Class,4,4,No,6,8,5,Yes,yes,81,5,5,Theory,10,2,5,90,7
Male,Rural,Under Graduate,19,6,Desktop,Middle Class,3,4,Yes,4,6,4,Yes,No,41,3,2,Practical,8,3,4,50,3
Female,Urban,Under Graduate,20,6,Mobile,Middle Class,4,4,Yes,6,7,3,No,No,91,3,2,Practical,4,1,4,100,6
Female,Urban,Under Graduate,19,6,Mobile,Middle Class,4,5,Yes,5,8,6,No,yes,51,5,5,Both,10,3,5,60,5
Male,Urban,Under Graduate,21,7,Laptop,Middle Class,4,2,Yes,5,8,2,Yes,yes,81,3,3,Practical,6,2,3,90,7
Male,Rural,Post Graduate,40,10,Desktop,Middle Class,3,4,No,5,6,1,Yes,No,61,5,4,Both,10,3,4,70,9
Male,Urban,Under Graduate,21,7,Laptop,Middle Class,4,5,No,5,8,2,Yes,No,81,1,1,Both,4,2,6,90,4
Male,Rural,Under Graduate,21,6,Laptop,Middle Class,10,3,No,1,1,10,No,yes,31,2,1,Theory,2,3,4,40,-6
Female,Urban,Under Graduate,19,7,Laptop,Middle Class,4,3,Yes,5,4,1,No,yes,71,3,3,Practical,6,1,4,80,8
Female,Urban,School,18,6,Laptop,Poor,5,4,Yes,2,6,2,No,No,61,1,1,Both,3,1,5,70,1
Female,Urban,Under Graduate,19,5,Laptop,Middle Class,4,3,No,3,7,1,No,yes,61,4,3,Theory,6,2,4,70,7
